Timestamp;TimeFormatted;UUID/Namespace;Major/Instance;Minor;TX;RSSI;Distance
1494831254045;2017-05-15 13:54:14;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-98;5.036518817354796
1494831258804;2017-05-15 13:54:18;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-100;5.719997038882001
1494831260008;2017-05-15 13:54:20;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-100;5.904156771169259
1494831260008;2017-05-15 13:54:20;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-96;5.199678580926581
1494831261212;2017-05-15 13:54:21;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-100;5.966778053788412
1494831261213;2017-05-15 13:54:21;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-99;5.719997038882001
1494831262400;2017-05-15 13:54:22;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-97;5.036518817354796
1494831264751;2017-05-15 13:54:24;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-98;5.036518817354796
1494831265978;2017-05-15 13:54:25;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-96;4.724853432205948
1494831269488;2017-05-15 13:54:29;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-97;4.878285220640251
1494831274234;2017-05-15 13:54:34;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-96;4.724853432205948
1494831275456;2017-05-15 13:54:35;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.878285220640251
1494831275456;2017-05-15 13:54:35;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-97;5.036518817354796
1494831276597;2017-05-15 13:54:36;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.826613825176715
1494831276597;2017-05-15 13:54:36;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-101;5.367891426313941
1494831278978;2017-05-15 13:54:38;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.800976773999865
1494831278979;2017-05-15 13:54:38;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-100;5.600259793489798
1494831280140;2017-05-15 13:54:40;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-98;4.878285220640251
1494831280141;2017-05-15 13:54:40;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-98;4.909543852345375
1494831281321;2017-05-15 13:54:41;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.878285220640251
1494831282504;2017-05-15 13:54:42;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-94;4.826613825176715
1494831283712;2017-05-15 13:54:43;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-100;6.0939035955235274
1494831283712;2017-05-15 13:54:43;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-96;5.541286863892336
1494831284902;2017-05-15 13:54:44;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-97;4.785657784349742
1494831287269;2017-05-15 13:54:47;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-100;6.0939035955235274
1494831289642;2017-05-15 13:54:49;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-94;4.724853432205948
1494831289642;2017-05-15 13:54:49;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-98;5.482904438660619
1494831290798;2017-05-15 13:54:50;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-99;6.0939035955235274
1494831292022;2017-05-15 13:54:52;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-98;5.4539331242219005
1494831293160;2017-05-15 13:54:53;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-97;4.826613825176715
1494831296733;2017-05-15 13:54:56;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.930490129635458
1494831297958;2017-05-15 13:54:57;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.90059315885985
1494831299142;2017-05-15 13:54:59;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-99;4.990812034207325
1494831300273;2017-05-15 13:55:00;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.90059315885985
1494831301472;2017-05-15 13:55:01;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-98;4.724853432205948
1494831301473;2017-05-15 13:55:01;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-98;4.990812034207325
1494831303802;2017-05-15 13:55:03;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-98;5.082627720601831
1494831306179;2017-05-15 13:55:06;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-97;5.082627720601831
1494831307360;2017-05-15 13:55:07;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-100;5.367891426313941
1494831308570;2017-05-15 13:55:08;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-97;5.036518817354796
1494831308570;2017-05-15 13:55:08;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;5.036518817354796
1494831309747;2017-05-15 13:55:09;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-99;5.719997038882001
1494831309747;2017-05-15 13:55:09;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.996503491179788
1494831310962;2017-05-15 13:55:10;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-96;5.367891426313941
1494831312111;2017-05-15 13:55:12;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.956794080011838
1494831314500;2017-05-15 13:55:14;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.909543852345375
1494831315672;2017-05-15 13:55:15;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-98;5.367891426313941
1494831316861;2017-05-15 13:55:16;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-97;4.895627352431853
1494831318025;2017-05-15 13:55:18;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-98;4.965592056420652
1494831319202;2017-05-15 13:55:19;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-98;5.541286863892336
1494831319202;2017-05-15 13:55:19;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-96;4.895627352431853
1494831319202;2017-05-15 13:55:19;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-97;5.036518817354796
