Timestamp;TimeFormatted;UUID/Namespace;Major/Instance;Minor;TX;RSSI;Distance
1494830512932;2017-05-15 13:41:52;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-90;3.193483985933324
1494830512932;2017-05-15 13:41:52;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-93;4.195000300322935
1494830512933;2017-05-15 13:41:52;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-100;4.156744509758769
1494830514115;2017-05-15 13:41:54;cb10023f-a318-3394-4199-a8730c7c1aec;1;18201;-69;-91;3.268154853554182
1494830514115;2017-05-15 13:41:54;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-88;3.1423161713490826
1494830514116;2017-05-15 13:41:54;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-90;4.044032224060912
1494830514116;2017-05-15 13:41:54;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-91;3.4016632076048197
1494830514116;2017-05-15 13:41:54;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-94;4.33825875222148
1494830515332;2017-05-15 13:41:55;cb10023f-a318-3394-4199-a8730c7c1aec;1;18201;-69;-92;3.309104828441434
1494830515333;2017-05-15 13:41:55;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-91;3.165235765092894
1494830515333;2017-05-15 13:41:55;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-94;3.4290277186438685
1494830516480;2017-05-15 13:41:56;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-93;3.8984490417185125
1494830516481;2017-05-15 13:41:56;cb10023f-a318-3394-4199-a8730c7c1aec;1;18201;-69;-94;3.3422439590034605
1494830516481;2017-05-15 13:41:56;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-91;3.1847645417322754
1494830516481;2017-05-15 13:41:56;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-94;4.057954207205986
1494830516481;2017-05-15 13:41:56;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-93;3.4732784857751406
1494830517661;2017-05-15 13:41:57;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-90;3.187004329591895
1494830517661;2017-05-15 13:41:57;cb10023f-a318-3394-4199-a8730c7c1aec;2;18201;-69;-97;4.431910396289597
1494830518870;2017-05-15 13:41:58;cb10023f-a318-3394-4199-a8730c7c1aec;1;18201;-69;-90;3.330585168294019
1494830518870;2017-05-15 13:41:58;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-89;3.175375207007825
1494830520062;2017-05-15 13:42:00;cb10023f-a318-3394-4199-a8730c7c1aec;1;18201;-69;-91;3.345539891959576
1494830520062;2017-05-15 13:42:00;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-89;3.175375207007825
1494830520063;2017-05-15 13:42:00;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-95;3.509915479433494
1494830521224;2017-05-15 13:42:01;cb10023f-a318-3394-4199-a8730c7c1aec;3;18202;-69;-96;4.292162867685625
1494830521224;2017-05-15 13:42:01;cb10023f-a318-3394-4199-a8730c7c1aec;1;18201;-69;-92;3.366807661936096
1494830521225;2017-05-15 13:42:01;cb10023f-a318-3394-4199-a8730c7c1aec;3;18201;-69;-90;3.1779153190608245
1494830521225;2017-05-15 13:42:01;cb10023f-a318-3394-4199-a8730c7c1aec;2;18202;-69;-94;4.068815220959909
1494830521225;2017-05-15 13:42:01;cb10023f-a318-3394-4199-a8730c7c1aec;1;18202;-69;-93;3.5407458778029293
